X1	Offset Displacement	X2	Displacement #2	X3	Displacement #3
0.51783	148.68	0.33818	148.68	0.58036	148.68
0.51783	148.39	0.33936	148.39	0.58238	148.39
0.52271	149.97	0.34054	149.97	0.58440	149.97
0.52271	149.54	0.34112	149.54	0.58540	149.54
0.52760	149.11	0.34172	149.11	0.58642	149.11
0.54225	148.68	0.34172	148.68	0.58642	148.68
0.54714	150.41	0.34289	150.41	0.58843	150.41
0.55691	149.83	0.34348	149.83	0.58945	149.83
0.54714	149.25	0.34289	149.25	0.58843	149.25
0.57157	148.97	0.34289	148.97	0.58843	148.97
0.56180	150.70	0.34406	150.70	0.59045	150.70
0.58622	150.26	0.34348	150.26	0.58945	150.26
0.60576	149.69	0.34406	149.69	0.59045	149.69
0.61553	149.40	0.34406	149.40	0.59045	149.40
0.61553	150.98	0.34524	150.98	0.59247	150.98
0.61553	150.41	0.34524	150.41	0.59247	150.41
0.62042	149.83	0.34583	149.83	0.59347	149.83
0.61553	149.40	0.34583	149.40	0.59347	149.40
0.62042	150.98	0.34701	150.98	0.59550	150.98
0.60088	150.41	0.34642	150.41	0.59450	150.41
0.60576	149.97	0.34701	149.97	0.59550	149.97
0.60088	149.69	0.34701	149.69	0.59550	149.69
0.60576	151.27	0.34818	151.27	0.59752	151.27
0.60576	150.70	0.34818	150.70	0.59752	150.70
0.59111	150.26	0.34818	150.26	0.59752	150.26
0.58622	150.26	0.34877	150.26	0.59852	150.26
0.58134	151.42	0.35054	151.42	0.60157	151.42
0.57645	150.98	0.35054	150.98	0.60157	150.98
0.57157	150.41	0.35171	150.41	0.60357	150.41
0.57645	151.99	0.35348	151.99	0.60661	151.99
0.58134	151.56	0.35465	151.56	0.60861	151.56
0.54714	150.98	0.35465	150.98	0.60861	150.98
0.54714	150.41	0.35525	150.41	0.60964	150.41
0.55691	151.99	0.35701	151.99	0.61266	151.99
0.55202	151.42	0.35759	151.42	0.61366	151.42
0.54714	150.98	0.35819	150.98	0.61468	150.98
0.55202	150.55	0.35877	150.55	0.61568	150.55
0.56180	151.99	0.36053	151.99	0.61871	151.99
0.56180	151.27	0.36053	151.27	0.61871	151.27
0.55691	150.84	0.36113	150.84	0.61973	150.84
0.56180	150.26	0.36229	150.26	0.62173	150.26
0.56180	151.70	0.36407	151.70	0.62478	151.70
0.56668	150.98	0.36465	150.98	0.62578	150.98
0.59111	150.41	0.36524	150.41	0.62678	150.41
0.60088	149.83	0.36641	149.83	0.62880	149.83
0.61553	151.13	0.36524	151.13	0.62678	151.13
0.62530	150.41	0.36877	150.41	0.63285	150.41
0.63507	149.83	0.36936	149.83	0.63385	149.83
0.63996	149.25	0.37171	149.25	0.63790	149.25
0.63996	150.41	0.37406	150.41	0.64192	150.41
0.64484	149.54	0.37583	149.54	0.64497	149.54
0.64973	148.97	0.37700	148.97	0.64697	148.97
0.65461	149.97	0.37936	149.97	0.65101	149.97
0.64973	148.82	0.37994	148.82	0.65202	148.82
0.65950	147.38	0.38348	147.38	0.65808	147.38
0.67904	145.80	0.38818	145.80	0.66616	145.80
0.69370	146.37	0.39347	146.37	0.67523	146.37
0.70347	144.07	0.39877	144.07	0.68432	144.07
0.70835	141.76	0.40229	141.76	0.69037	141.76
0.71324	139.46	0.40465	139.46	0.69442	139.46
0.72789	138.74	0.41465	138.74	0.71158	138.74
0.74255	135.42	0.42347	135.42	0.72672	135.42
0.75720	131.82	0.43288	131.82	0.74286	131.82
